,Title,Director,Cast,Genre,year
8686,Knock Out,Mani Shankar,"Sanjay Dutt, Kangana Ranaut, Irrfan Khan, Gulshan Grover",Action,2010
8687,Kajraare,Pooja Bhatt,"Himesh Reshammiya, Mona Laizza",Romance,2010
8688,Ramayana: The Epic,Cheetan Desai,"Manoj Bajpai, Juhi Chawla",Animation,2010
8689,Hisss,Jennifer Lynch,"Mallika Sherawat, Irrfan Khan",Horror/Thriller,2010
8690,Jhootha Hi Sahi,Abbas Tyrewala,"John Abraham, Pakhi Tyrewala",Romance,2010
8691,Rakta Charitra,Ram Gopal Verma,"Vivek Oberoi, Sudeep, Shatrughan Sinha",Biographical,2010
8692,Maalik Ek,Deepak Balraj Vij,"Jackie Shroff, Divya Dutta","Biographical, Animation",2010
8693,Nakshatra,Mohan Savalkar,"Anupam Kher, Shubh, Sabina Sheema",Romance,2010
8694,Golmaal 3,Rohit Shetty,"Ajay Devgn, Mithun Chakraborty, Tusshar Kapoor, Arshad Warsi, Shreyas Talpade, Kareena Kapoor, Kunal Khemu",Comedy,2010
8695,Action Replayy,Vipul Shah,"Akshay Kumar, Aishwarya Rai, Neha Dhupia, Randhir Kapoor",Comedy,2010
8696,Dunno Y... Na Jaane Kyon,Sanjay Sharma,"Aryan Vaid, Kapil Sharma, Rituparna Sengupta, Helen, Zeenat Aman",Romance,2010
8697,A Flat,Raaj Verma,"Sanjay Suri, Jimmy Shergill",Thriller,2010
8698,Ramaa: The Saviour,Haadi Abrar,"Sahil Khan, Tanushree Dutta, Dalip Singh Rana","Action, Adventure",2010
8699,Guzaarish,Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai",Romance/Drama,2010
8700,"Shahrukh Bola ""Khoobsurat Hai Tu""",Makrand Deshpande,"Preetika Chawla, Afzaal Khan, Shahrukh Khan, Kay Kay Menon",Thriller,2010
8701,Diwangi Ne Had Kar Di,Jiten Purohit,"Aditya Raj Kapoor, Deep, Ashhmita",Romance/Thriller,2010
8702,Allah Ke Banday,Faruk Kabir,"Sharman Joshi, Naseeruddin Shah, Faruk Kabir",Thriller,2010
8703,Break Ke Baad,Danish Aslam,"Imran Khan, Deepika Padukone",Romance,2010
8704,Khuda Kasam,K C Bokadia,"Sunny Deol, Tabu, Farida Jalal, Govind Namdeo",Action,2010
8705,Khelein Hum Jee Jaan Sey,Ashutosh Gowariker,"Abhishek Bachchan, Deepika Padukone, Sikander Kher",Period,2010
8706,Phas Gaye Re Obama,Subhash Kapoor,"Rajat Kapoor, Neha Dhupia",Comedy/Crime,2010
8707,Rakta Charitra 2,Ram Gopal Verma,"Suriya, Vivek Oberoi, Sudeep, Shatrughan Sinha",Biographical,2010
8708,Band Baaja Baaraat,Maneesh Sharma,"Ranveer Singh, Anushka Sharma",Romance/Drama,2010
8709,No Problem,Anees Bazmee,"Paresh Rawal, Anil Kapoor, Sushmita Sen, Neetu Chandra, Kangana Ranaut, Akshaye Khanna, Sunil Shetty, Sanjay Dutt",Comedy,2010
8710,332 Mumbai to India,Mahesh Pandey,"Ali Asgar, Chetan Pandit",Thriller,2010
8711,Payback,Sachin P. Karande,"Munish Khan, Sara Khan, Gulshan Grover",Thriller,2010
8712,Kaalo,Wilson Louis,"Swini Khara, Aditya Srivastav, Gufi Paintal",Horror,2010
8713,Mirch,Vinay Shukla,"Konkona Sen Sharma, Raima Sen, Shahana Goswami, Ila Arun, Shreyas Talpade",Drama,2010
8714,Tees Maar Khan,Farah Khan[3],"Akshay Kumar,[3] Katrina Kaif, Akshaye Khanna",Action comedy,2010
8715,Isi Life Mein...!,Vidhi Kasliwal,"Akshay Oberoi, Sandeepa Dhar, Mohnish Behl",Drama,2010
8716,Toonpur Ka Super Hero,Kireet Khurana,"Ajay Devgn, Kajol",Animated,2010
8717,Tera Kya Hoga Johnny,Sudhir Mishra,"Neil Nitin Mukesh, Soha Ali Khan, Kay Kay Menon, Shahana Goswami",Thriller,2010
8718,Ada... A Way of Life,Tanvir Ahmad,"Ayaan Ahmad, Nauheed Cyrusi, Ayesha Jhulka, Rahul Roy, Milind Gunaji",Drama,2010
8719,,,,,2010
8720,,,,,2010
8721,,,,,2011
8722,,,,,2011
8723,,,,,2011
8724,,,,,2011
8725,,,,,2011
8726,,,,,2011
8727,,,,,2011
8728,,,,,2011
8729,,,,,2011
8730,,,,,2011
8731,No One Killed Jessica,Raj Kumar Gupta,"Rani Mukherjee, Vidya Balan",Social thriller,2011
8732,Impatient Vivek,Rahat Kazmi,"Prasun Sharma, Sayali Bhagat",Adult/Comedy/Romance,2011
8733,Yamla Pagla Deewana,Samir Karnik,"Dharmendra, Sunny Deol, Bobby Deol, Kulraj Randhawa",Comedy/Drama/Action,2011
8734,Turning 30!!!,Alankrita Shrivastava,"Purab Kohli, Gul Panag",Adult/Romance/Comedy,2011
8735,Mumbai Mast Kallander,Aman Mihani,"Shilpa Shukla, Mohsin Akhtar",Comedy/Comedy/Comedy,2011
8736,Odyssey of Persistence,Sagar Ambre Nikunj Pathak,Diksha Tomar,Social,2011
8737,Dhobi Ghat,Kiran Rao,"Prateik Babbar, Aamir Khan, Monica Dogra",Drama,2011
8738,Hostel,Manish Gupta,"Vatsal Sheth, Tulip Joshi, Mukesh Tiwari",Social,2011
8739,Dil Toh Baccha Hai Ji,Madhur Bhandarkar,"Ajay Devgn, Emraan Hashmi, Shruti Haasan",Comedy,2011
8740,Yeh Saali Zindagi,Sudhir Mishra,"Arunoday Singh, Chitrangada Singh, Irrfan Khan",Cult,2011
8741,United Six,Vishal Aryan Singh,Parvathy Omanakuttan,Action/Thriller,2011
8742,Utt Pataang,Srikanth V. Velagaleti,"Vinay Pathak, Mahie Gill, Mona Singh",Comedy,2011
8743,Patiala House,Nikhil Advani,"Akshay Kumar, Anushka Sharma, Rishi Kapoor, Dimple Kapadia",Family drama,2011
8744,Angel,Ganesh Acharya,"Nilesh Sahay, Madalasa Sharma, Aruna Irani",Drama,2011
8745,Aashiqui.in,Shankhadeep,"Ishaan Manhaas, Ankita Shrivastava",Romance,2011
8746,7 Khoon Maaf,Vishal Bhardwaj,"Neil Nitin Mukesh, Priyanka Chopra, Naseeruddin Shah, John Abraham, Irrfan Khan, Konkona Sen Sharma",Thriller/Black comedy,2011
8747,Kaccha Limbo,Sagar Ballary,"Vinay Pathak, Sarika, Rukhsar, Chinmay Kambli",Children,2011
8748,Masti Express,Vikram Pradhan,"Rajpal Yadav, Johnny Lever, Divya Dutta, Manoj Joshi, Razzak Khan, Vijay Patkar, Rohan Shah, Vinit Jain, Sameer Mohammed",Comedy,2011
8749,Tanu Weds Manu,Anand Rai,"Madhavan, Kangana Ranaut, Jimmy Sheirgill, Ravi Kissen",Romance/Drama,2011
8750,Satrangee Parachute,Vineet Khetrapal,"Jackie Shroff, Kay Kay Menon, Rupali Ganguly, Zakir Hussain",Family,2011
8751,Yeh Faasley,Yogesh Mittal,"Anupam Kher, Pavan Malhotra",Drama,2011
8752,Happy Husbands,Anay,"Anay, Kurush Deboo, Mohit Ghai, Ahwaan, Archana",Comedy,2011
8753,Monica,Sushen Bhatnagar,"Divya Dutta, Ashutosh Rana",Drama,2011
8754,Game,Abhinay Deo,"Abhishek Bachchan, Kangana Ranaut, Sarah Jane Dias, Jimmy Sheirgill, Boman Irani, Anupam Kher",Mystery/Action,2011
8755,F.A.L.T.U,Remo D'souza,"Jackky Bhagnani, Puja Gupta, Arshad Warsi, Riteish Deshmukh",Satire/Comedy/Teen film,2011
8756,Memories in March,Sanjoy Nag,"Deepti Naval, Rituparno Ghosh, Raima Sen",Drama,2011
8757,Thank You,Anees Bazmee,"Akshay Kumar, Bobby Deol, Sunil Shetty, Irrfan Khan, Sonam Kapoor, Celina Jaitly, Rimi Sen",Comedy,2011
8758,Teen Thay Bhai,Mirgdeep Singh Lamba,"Om Puri, Shreyas Talpade, Deepak Dobriyal, Ragini Khanna",Drama,2011
8759,Dum Maaro Dum,Rohan Sippy,"Abhishek Bachchan, Bipasha Basu, Prateik Babbar, Aditya Pancholi, Rana Daggubati, Deepika Padukone",Thriller,2011
8760,Zokkomon,Satyajit Bhatkal,"Darsheel Safary, Anupam Kher, Manjari Fadnis",Superhero/Children,2011
8761,Shor in the City,"Raj Nidimoru, Krishna Dk","Tusshar Kapoor, Preeti Desai, Alok Chaturvedi",Drama/Cult,2011
8762,Chalo Dilli,Shashant Shah,"Lara Dutta, Vinay Pathak, Akshay Kumar",Comedy Road movie,2011
8763,I Am,Onir,"Sanjay Suri, Radhika Apte, Shernaz Patel, Anurag Kashyap, Pooja Gandhi, Rahul Bose, Arjun Mathur, Abhimanyu Shekhar Singh, Nandita Das, Juhi Chawla, Manisha Koirala, Purab Kohli",Social/Drama,2011
8764,Naughty @ 40,Jagmohan Mundhra,"Govinda, Yuvika Chaudhary, Anupam Kher, Shakti Kapoor, Sayali Bhagat, Sanjay Mishra",Comedy,2011
8765,Luv Ka The End,Bumpy,"Shraddha Kapoor, Taaha Shah",Teen/Comedy,2011
8766,Haunted – 3D,Vikram Bhatt,"Mahakshay Chakraborty, Twinkle Bajpai, Achint Kaur",Horror,2011
8767,Love U...Mr. Kalakaar!,S. Manasvi,"Tusshar Kapoor, Amrita Rao",Romance/Comedy,2011
8768,Ragini MMS,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao",Horror/Romance,2011
8769,Shagird,Tigmanshu Dhulia,"Nana Patekar, Anurag Kashyap, Mohit Alawat",Action/Drama,2011
8770,Stanley Ka Dabba,Amole Gupte,"Partho, Divya Dutta",Children,2011
8771,404,Prawaal Raman,"Rajvvir Aroraa, Imaad Shah, Nishikant Kamat",Psychological thriller,2011
8772,Crackers,Anil Goyal,"Nikhil Dwivedi, Smilie Suri",Animation,2011
8773,Pyaar Ka Punchnama,Luv Ranjan,"Kartik Aaryan, Rayo Bhakhirta, Divyendu Sharma, Sonnalli Seygall, Nushrat Bharucha, Ishita Raj Sharma",Romance/Comedy,2011
8774,Kucch Luv Jaisaa,Barnali Ray Shukla,"Rahul Bose, Shefali Shah",Drama/Comedy,2011
8775,Ready,Anees Bazmee,"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Sanjay Dutt, Ajay Devgn, Kangana Ranaut, Chunky Pandey, Arbaaz Khan",Comedy,2011
8776,Shaitan,Bijoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Shiv Panditt",Drama/Thriller,2011
8777,Bheja Fry 2,Sagar Ballary,"Vinay Pathak, Minissha Lamba, Kay Kay Menon, Amole Gupte",Comedy,2011
8778,Always Kabhi Kabhi,Roshan Abbas,"Ali Fazal, Giselli Monteiro, Zoa Morani, Satyajeet Dubey, Satish Shah, Lilette Dubey",Romance/Teen,2011
8779,Bhindi Baazaar Inc.,Ankush Bhatt,"Kay Kay Menon, Piyush Mishra, Deepti Naval, Prashant Narayanan, Shilpa Shukla",Thriller,2011
8780,Bin Bulaye Baraati,Chandrakant Singh,"Rati Agnihotri, Gulshan Grover, Manoj Joshi, Shakti Kapoor, Priyanka Kothari, Johnny Lever, Sanjay Mishra, Om Puri, Vijay Raaz, Aftab Shivdasani",Crime,2011
8781,Double Dhamaal,Indra Kumar,"Sanjay Dutt, Arshad Warsi, Javed Jaffrey, Riteish Deshmukh, Aashish Chaudhary, Mallika Sherawat, Kangana Ranaut",Comedy,2011
8782,,,,,2011
8783,Bbuddah... Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Charmy Kaur, Hema Malini, Prakash Raj, Sonu Sood, Sonal Chauhan",Action,2011
8784,Delhi Belly,Abhinay Deo,"Imran Khan, Shenaz Treasurywala, Poorna Jagannathan, Rahul Pendkalkar, Vir Das, Vijay Raaz",Action/Comedy,2011
8785,Murder 2,Mohit Suri,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan",Psychological thriller,2011
8786,Chillar Party,"Vikas Bahl, Nitesh Tiwari","Irrfan Khan, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari",Children,2011
8787,Zindagi Na Milegi Dobara,Zoya Akhtar,"Hrithik Roshan, Katrina Kaif, Naseeruddin Shah, Abhay Deol, Farhan Akhtar, Kalki Koechlin",Romance/Road,2011
8788,Singham,Rohit Shetty,"Ajay Devgn, Kajal Aggarwal, Prakash Raj",Action,2011
8789,Khap,Ajai Sinha,"Om Puri, Govind Namdeo, Manoj Pahwa, Yuvika Chaudhary, Mohnish Bahl",Social,2011
8790,Gandhi to Hitler,Rakesh Ranjan Kumar,"Neha Dhupia, Raghubir Yadav",Biographical,2011
8791,Bubble Gum,Sanjivan Lal,"Sohail Lakhani, Apoorva Arora, Sachin Khedekar, Tanvi Azmi",Drama,2011
8792,Chala Mussaddi... Office Office,Rajiv Mehra,"Pankaj Kapoor, Deven Bhojani, Manoj Pahwa, Sanjay Mishra, Hemant Pandey, Asawari Joshi, Gaurav Kapoor, Farida Jalal, Makrand Deshpande",Comedy/Social,2011
8793,I Am Kalam,Nila Madhab Panda,"Harsh Mayar, Gulshan Grover",Drama,2011
8794,Milta Hai Chance By Chance,Ramesh Modi,"Gracy Singh, Aslam Khan, Vishal Kaushik, Sana Govi, Reshma Modi, Mahesh Thakur",Comedy/Romance,2011
8795,Warning,Karan Razdan,"Jannat Zubair Rahmani, Atul Kulkarni, Rituparna Sengupta, Anupam Kher, Satish Kaushik, Ila Arun",Horror,2011
8796,Aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpai, Deepika Padukone, Prateik Babbar",Social,2011
8797,Phhir,Girish Dhamija,"Rajneesh Duggal, Adah Sharma, Roshni Chopra",Thriller,2011
8798,Chatur Singh Two Star,Ajay Chandok,"Sanjay Dutt, Ameesha Patel, Suresh Menon",Comedy,2011
8799,Not a Love Story,Ram Gopal Varma,"Mahie Gill, Deepak Dobriyal, Ajay Gehi",Crime,2011
8800,Sahi Dhandhe Galat Bande,Parvin Dabas,"Parvin Dabas, Sharat Saxena, Vansh Bharadwaj, Anupam Kher, Ashish Nayyar, Kuldip Ruhil",Comedy,2011
8801,Chitkabrey – Shades of Grey,Suneet Arora,"Ravi Kissen, Rahul Singh, Rajesh Shringapure, Sanjay Swaraj, Akshay Singh, Bobby Vats, Divya Dwivedi",Social,2011
8802,Shabri,Lalit Marathe,Isha Koppikar,Action,2011
8803,Yeh Dooriyan,Deepshika,"Deepshika, Kaishav Arora",Romance,2011
8804,Bodyguard,Siddique,"Salman Khan, Kareena Kapoor, Hazel Keech",Romance/Action,2011
8805,Mummy Punjabi,Pammi Somal,"Kirron Kher, Jackie Shroff, Divya Dutta",Comedy,2011
8806,That Girl in Yellow Boots,Anurag Kashyap,"Kalki Koechlin, Naseeruddin Shah",Social,2011
8807,Mere Brother Ki Dulhan,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D’Souza",Romance/Comedy,2011
8808,Rivaaz,Ashok Nanda,"Deepti Naval, Reema Lagoo, Meghna Naidu",Social,2011
8809,Mausam,Pankaj Kapoor,"Shahid Kapoor, Sonam Kapoor, Anupam Kher",Romance,2011
8810,Speedy Singhs,Robert Lieberman,"Anupam Kher, Gurpreet Guggi, Vinay Virmani",Drama,2011
8811,U R My Jaan,Aron Govil,"Mikaal Zulfikaar, Priti Soni, Aman Verma",Romance,2011
8812,Force,Nishikant Kamat,"John Abraham, Genelia D'Souza",Action,2011
8813,Hum Tum Shabana,Sagar Ballary,"Tusshar Kapoor, Shreyas Talpade, Minnisha Lamba",Romance/Comedy,2011
8814,"Saheb, Biwi Aur Gangster",Tigmanshu Dhulia,"Jimmy Sheirgill, Mahie Gill, Randeep Hooda",Action/Thriller,2011
8815,Tere Mere Phere,Deepa Sahi,"Vinay Pathak, Riya Sen, Jagrat Desai, Sasha Goradia",Romantic/Comedy,2011
8816,Chargesheet,Dev Anand,"Dev Anand, Jackie Shroff, Naseeruddin Shah, Divya Dutta",Drama/Thriller,2011
8817,Na Jaane Kabse hum hi,Pammi Somal,"Garry Gill, Amrita Prakash, Sharat Saxena, Gurpreet Ghuggi, Lilette Dubey, Javed Sheikh",Romance,2011
8818,,,,,2011
8819,,,,,2011
8820,Rascals,David Dhawan,"Ajay Devgn, Sanjay Dutt, Arjun Rampal, Kangana Ranaut",Comedy/Action,2011
8821,Love Breakups Zindagi,Sahil Sangha,"Zayed Khan, Dia Mirza",Romantic,2011
8822,My Friend Pinto,Raghav Dar,"Prateik Babbar, Kalki Koechlin, Manisha Koirala, Naseeruddin Shah, Shruti Seth",Romance/Comedy/Crime,2011
8823,Mujhse Fraaandship Karoge,Nupur Asthana,"Saqib Saleem, Saba Azad, Nishant Dahiya, Tara D'Souza",Comedy/Romance,2011
8824,Mod,Nagesh Kukunoor,"Ayesha Takia, Rannvijay Singh, Raghuvir Yadav, Tanvi Azmi, Anant Mahadevan",Romance/Drama,2011
8825,Aazaan,Prashant Chadha,"Sachiin J Joshi, Candice Boucher, Arya Babbar, Dalip Tahil",Action/Thriller,2011
8826,Ra.One,Anubhav Sinha,"Shahrukh Khan, Kareena Kapoor, Arjun Rampal, Shahana Goswami",Action/Sci-Fi,2011
8827,Tell Me O Kkhuda,"Mayur Puri, Hema Malini","Esha Deol, Vinod Khanna, Rishi Kapoor, Arjan Bajwa, Dharmendra",Drama,2011
8828,Damadamm!,Swapna Waghmare,"Himesh Reshammiya, Purbi Joshi, Sonal Sehgal",Comedy,2011
8829,Loot,Rajneesh Thakur,"Govinda, Suniel Shetty, Javed Jaffrey, Shweta Bhardwaj, Mahakshay Chakraborty",Comedy,2011
8830,Miley Naa Miley Hum,Tanveer Khan,"Chirag Paswan, Kangana Ranaut, Kabir Bedi, Poonam Dhillon",Romance/Drama,2011
8831,Rockstar,Imtiaz Ali,"Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor",Romance/Drama,2011
8832,Super K – The Movie,Vijay S. BhanushaliSmita Maroo,,Animation,2011
8833,Shakal Pe Mat Ja,Shubh Mukherjee,"Shubh Mukherjee, Pratik Katare, Saurabh Shukla, Raghuveer Yadav, Aamna Shariff, Zakir Hussain",Comedy,2011
8834,Desi Boyz,Rohit Dhawan,"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangada Singh, Omi Vaidya",Comedy,2011
8835,The Dirty Picture,Milan Luthria,"Vidya Balan, Naseeruddin Shah, Tusshar Kapoor, Emraan Hashmi",Drama,2011
8836,Ladies vs Ricky Bahl,Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Parineeti Chopra, Dipannita Sharma, Aditi Sharma",Romance/Comedy/Crime,2011
8837,Jo Hum Chahein,Pawan Gill,"Sunny Gill, Simran Mundi, Alyy Khan, Achint Kaur, Yuri Suri",Romance/Drama,2011
8838,Don 2,Farhan Akhtar,"Shahrukh Khan, Priyanka Chopra, Lara Dutta, Boman Irani, Alyy Khan, Kunal Kapoor, Om Puri",Action/Thriller,2011
8839,,,,,2012
8840,,,,,2012
8841,,,,,2012
8842,,,,,2012
8843,,,,,2012
8844,,,,,2012
8845,,,,,2012
8846,,,,,2012
8847,,,,,2012
8848,,,,,2012
8849,,,,,2012
8850,,,,,2012
8851,,,,,2012
8852,,,,,2012
8853,,,,,2012
8854,,,,,2013
8855,,,,,2013
8856,,,,,2013
8857,,,,,2013
8858,,,,,2013
8859,,,,,2013
8860,,,,,2013
8861,,,,,2013
8862,,,,,2013
8863,,,,,2013
8864,,,,,2013
8865,,,,,2013
8866,,,,,2013
8867,,,,,2013
8868,PK,,,,2014
8869,Kick,,,,2014
8870,Happy New Year,,,,2014
8871,Bang Bang!,,,,2014
8872,Singham Returns,,,,2014
8873,Jai Ho,,,,2014
8874,Holiday: A Soldier Is Never Off Duty,,,,2014
8875,2 States,,,,2014
8876,Ek Villain,,,,2014
8877,Gunday,,,,2014
8878,Mr Joe B. Carvalho,Samir Tiwari,"Arshad Warsi, Soha Ali Khan, Javed Jaffrey, Vijay Raaz",Comedy,2014
8879,Sholay 3D,Ramesh Sippy,"Dharmendra, Amitabh Bachchan, Hema Malini, Jaya Bhaduri, Sanjeev Kumar, Amjad Khan, A.K. Hangal",Action/Adventure,2014
8880,Dedh Ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Arshad Warsi, Madhuri Dixit, Huma Qureshi",Black Comedy/Thriller,2014
8881,Yaariyan,Divya Khosla Kumar,"Himansh Kohli, Shreyas Pardiwalla, Dev Sharma, Nicole Faria, Rakul Preet Singh",Romance,2014
8882,Karle Pyaar Karle,Rajesh Pandey,"Shiv Darshan, Hasleen Kaur",Romance,2014
8883,Miss Lovely,Ashim Ahluwalia,"Nawazuddin Siddiqui, Niharika Singh",Drama,2014
8884,Om-Dar-B-Dar,Kamal Swaroop,"Aditya Lakhia, Manish Gupta, Anita Kanwar, Gopi Desai",Experimental,2014
8885,Paranthe Wali Gali,Sachin Gupta,"Anuj Saxena, Neha Pawar, Mohinder Gujral, Vijayant Kohli, Himanshu Thakkar, Yuvraj Haral",Romantic comedy,2014
8886,Strings of Passion,Sanghamitra Chaudhari,"Zeenat Aman, Indrani Haldar, Shubh Mukherjee, Rajesh Sharma",Drama,2014
8887,Jai Ho,Sohail Khan,"Salman Khan, Daisy Shah, Tabu, Sana Khan, Danny Denzongpa, Mohnish Behl, Vatsal Seth, Suniel Shetty, Genelia D'Souza",Action - comedy,2014
8888,One by Two,Devika Bhagat,"Abhay Deol, Preeti Desai, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Lilette Dubey, Anish Trivedi",Romance/Comedy,2014
8889,Babloo Happy Hai,Nila Madhab Panda,"Sahil Anand, Erica Fernandes, Preet Kamal, Sumit Suri, Amol Parashar, Reyhna Malhotra, Parvin Dabas, Anu Choudhury, Pooja Tawde, Khusbhoo Purohit, Mika Singh",Comedy,2014
8890,Hasee Toh Phasee,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma",Romance/Comedy,2014
8891,Heartless,Shekhar Suman,"Adhyayan Suman, Ariana Ayam, Om Puri, Deepti Naval, Madan Jain, Shekhar Suman",Thriller,2014
8892,Ya Rab,Hasnain Hyderabadwala,"Manzar Sehbai, Ajaz Khan, Akhilendra Mishra, Raju Kher, Kishori Shahane, Vikram Singh",Drama/Social,2014
8893,Gunday,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra, Irrfan Khan",Action,2014
8894,Kaho Na Kaho,Sanjay Niranjan,"Sikandar, Roshni, Raja",Social,2014
8895,Darr @ the Mall,Pawan Kripalani,"Jimmy Sheirgill, Nushrat Bharucha, Arif Zakaria, Asif Basra, Nivedita Bhattacharya",Horror,2014
8896,Dee Saturday Night,Jay Prakash,"Prashant Narayanan, Arif Zakaria, Aman Verma, Mahi Khanduri, Gaurav Dixit, Nazneen Patel",Drama,2014
8897,Gulabi Gang,Nishtha Jain,Sampat Pal Devi,Documentary,2014
8898,Highway,Imtiaz Ali,"Randeep Hooda, Alia Bhatt",Drama/Romance,2014
8899,Karar: The Deal,Sabir,"Tarun Arora, Mahek Chahal, Jyothi Rana",Thriller,2014
8900,Pyar Ka Live Show,Shailendra Singh Rajput,"Ishrat Ali, Rudraksh Pundhir, Rajni Mehta, Upasana Singh, Mushtaq Khan, Adi Irani, Shiva Rindan",Drama,2014
8901,The Dark Secrets Of Tonhi,Shiraz Henry,"Natasha Sikka, J. Brandon Hill, Alex Peters, Smitha Siah, Priyanka Joshi",Drama/Action,2014
8902,Anuradha,Raju Mavani,"Sachin Khedekar, Smita Jaykar, Disha Choudhary, Shagun Sharma, Rahul Jain, Manoj Joshi, Kishori Shahane, Hrishitaa Bhatt, Aakash Sharma, Raju Mavani, Ganesh Acharya, Manoj Tiwari, Prashant Upadhyay",Drama,2014
8903,Shaadi Ke Side Effects,Saket Chaudhary,"Farhan Akhtar, Vidya Balan, Vir Das, Ram Kapoor, Gautami Kapoor, Purab Kohli, Rati Agnihotri",Romance/Comedy,2014
8904,Gulaab Gang,Soumik Sen,"Madhuri Dixit, Juhi Chawla",Social/Action,2014
8905,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon",Romance/Drama,2014
8906,Total Siyapaa,E Niwas,"Ali Zafar, Yami Gautam, Sara Khan, Anupam Kher, Kiron Kher",Drama/Comedy,2014
8907,Bewakoofiyaan,Nupur Asthana,"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor",Romance,2014
8908,Neighbours,Shyam Ramsay,"Arbaaz Ali Khan, Roushika Reikhi, Shakti Kapoor, Gavie Chahal, Rufy Khan, Hritu Dudani, Kirti Vaidhya, Prince Sodhi, Sunny Singh",Horror,2014
8909,W,Tarun Madan Chopra,"Danish Pandor, Raaj Singh Arora, Leslie Tripathy, Sonal Giani, Meer Ali, Abhey Attri",Thriller,2014
8910,Ankhon Dekhi,Rajat Kapoor,"Sanjay Mishra, Rajat Kapoor, Samit Das, Brijendra Kala",Comedy,2014
8911,Gang of Ghosts,Satish Kaushik,"Parambrata Chatterjee, Sharman Joshi, Mahie Gill, Anupam Kher, Meera Chopra, Saurabh Shukla, Chunky Pandey",Horror Comedy,2014
8912,Lakshmi,Nagesh Kukunoor,"Monali Thakur, Satish Kaushik, Shefali Shetty, Ram Kapoor",Drama,2014
8913,Ragini MMS 2,Bhushan Patel,"Sunny Leone, Parvin Dabas, Divya Dutta",Horror/Adult,2014
8914,Dishkiyaoon,Sanamjit Talwar,"Sunny Deol, Harman Baweja, Ayesha Khanna, Prashant Narayanan",Action,2014
8915,O Teri,Umesh Bist,"Pulkit Samrat, Sarah-Jane Dias, Bilal Amrohi, Anupam Kher, Mandira Bedi, Vijay Raaz, Manoj Pahwa",Comedy,2014
8916,Station,Saad Khan,"Sameer Kevin Roy, Kanika Batra, Vibhinta Verma, Siddhanth Sundar",Thriller,2014
8917,Youngistaan,Syed Ahmad Afzal,"Jackky Bhagnani, Neha Sharma, Farooq Shaikh, Boman Irani",Drama,2014
8918,Ebn-E-Batuta,Varun Middha,"Omkar Das Manikpuri, Rajeev Verma, Dev Gohar, Satyendra Khare, Nazea Sayed, Neelam Singh",Sci-fi/Comedy,2014
8919,Honour Killing,Avtar Bhogal,"Zara Sheikh, Sandeep Singh, Tom Alter, Gulshan Grover, Prem Chopra",Social,2014
8920,Jal,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma",Drama/Fantasy,2014
8921,Main Tera Hero,David Dhawan,"Varun Dhawan, Ileana D'Cruz, Nargis Fakhri, Abhimanyu Singh, Evelyn Sharma",Comedy,2014
8922,Bhoothnath Returns,Nitesh Tiwari,"Amitabh Bachchan, Parth Bhalerao, Boman Irani, Anurag Kashyap, Usha Jadhav",Fantasy/Children,2014
8923,2 States,Abhishek Varman,"Arjun Kapoor, Alia Bhatt, Amrita Singh, Ronit Roy",Romance,2014
8924,Dekh Tamasha Dekh,Feroz Abbas Khan,"Satish Kaushik, Ganesh Yadav",Comedy,2014
8925,Lucky Kabootar,Shammi Chhabra,"Ravi Kishan, Eijaz Khan, Kulraj Randhawa, Shraddha Das, Sanjay Mishra, Madhavi Sharma",Romance/Comedy,2014
8926,Kaanchi: The Unbreakable,Subhash Ghai,"Mishti, Kartik Aaryan, Rishi Kapoor, Mithun Chakraborty",Musical/Drama,2014
8927,Revolver Rani,Sai Kabir,"Kangana Ranaut, Vir Das, Piyush Mishra, Zakir Hussain",Drama,2014
8928,Samrat & Co.,Kaushik Ghatak,"Rajeev Khandelwal, Madalasa Sharma",Mystery/Thriller/Drama,2014
8929,Purani Jeans,Tanushri Chattrji Bassu,"Tanuj Virwani, Aditya Seal, Izabelle Leite, Sarika, Rati Agnihotri",Romance/Drama,2014
