director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Naval Gandhi,Dolores Berry, Tara,unknown,Social,repentance a.k.a. paap no pashchatap,Dolores Berry  Tara unknown Naval Gandhi Social
unknown,unknown,unknown,unknown,Costume,sadevant savlinga,unknown unknown unknown unknown Costume
Kanjibhai Rathod,Raja Sandow,unknown,unknown,True-life Thriller Drama,sadguni sushila a.k.a. sushila the virtuous a.k.a. triumph of truth,Raja Sandow unknown unknown Kanjibhai Rathod True-life Thriller Drama
V.K. Pattani,Batukbhai Vaidya, Nanubai,unknown,Mythology,samudra manthan a.k.a. the churning of the ocean a.k.a. ahankar vijaya,Batukbhai Vaidya  Nanubai unknown V.K. Pattani Mythology
Baburao Painter,Ganpat Bakre, Balasaheb Yadav, Nalini,Historical Drama,sati padmini a.k.a. beauty of rajasthan a.k.a. siege of chittor,Ganpat Bakre  Balasaheb Yadav  Nalini Baburao Painter Historical Drama
Nanubhai Desai,Fatma Begum, Sultana, Mohanlala,Devotional,sati sardarba,Fatma Begum  Sultana  Mohanlala Nanubhai Desai Devotional
Homi Master,Raja Sandow, Janibabu, Rajababu,Devotional,sati sone a.k.a. halaman jethvo,Raja Sandow  Janibabu  Rajababu Homi Master Devotional
"Ardeshir M. Irani, Naval Gandhi",Bhagwati Mishra, Elizer, Jilloobai,Historical,shah jehan a.k.a. shahjehan,"Bhagwati Mishra  Elizer  Jilloobai Ardeshir M. Irani, Naval Gandhi Historical"
unknown,unknown,unknown,unknown,Social,shaitan pujari,unknown unknown unknown unknown Social
Dadasaheb Phalke,Bhaurao Datar, Jardos, Laxman Malusare,Historical,shivaji's escape from agra a.k.a. shivajichi agryahun sutaka,Bhaurao Datar  Jardos  Laxman Malusare Dadasaheb Phalke Historical
"G. V. Sane, Dadasaheb Phalke",Vasant Shinde, Chavan,unknown,Religious,sita shuddhi a.k.a. ram ravan yuddha a.k.a. the purification of sita,"Vasant Shinde  Chavan unknown G. V. Sane, Dadasaheb Phalke Religious"
S. N. Patankar,unknown,unknown,unknown,Devotional,shri dnyaneshwar,unknown unknown unknown S. N. Patankar Devotional
V. S. Nirantar,unknown,unknown,unknown,Religious,sita vanvas a.k.a. uttar ramcharitra,unknown unknown unknown V. S. Nirantar Religious
Kanjibhai Rathod,Ermeline, Madanrai Vakil, Shiraz Ali Hakim,Social,sharif badmash a.k.a. society scoundrel,Ermeline  Madanrai Vakil  Shiraz Ali Hakim Kanjibhai Rathod Social
G. V. Sane,unknown,unknown,unknown,Mythology,sund and upsund,unknown unknown unknown G. V. Sane Mythology
"Ardeshir Irani, Naval Gandhi",Elizer, Bhagwati Mishra, Tara,True-life Crime Thriller,the debt of sin a.k.a. paap no fej,"Elizer  Bhagwati Mishra  Tara Ardeshir Irani, Naval Gandhi True-life Crime Thriller"
J. J. Madan,Patience Cooper, Master Mohan, Master Narmada Shankar,Costume,turki hoor,Patience Cooper  Master Mohan  Master Narmada Shankar J. J. Madan Costume
Raghupathy S. Prakasa,unknown,unknown,unknown,Mythology,usha swapna a.k.a. usha's dream,unknown unknown unknown Raghupathy S. Prakasa Mythology
Homi Master,K. B. Athavale, Jamna,unknown,Legend,veer ahir,K. B. Athavale  Jamna unknown Homi Master Legend
Bhagwati Mishra,Bhagwati Mishra, Jilloo, Asooji,Historical,veer durgadas a.k.a. brave durgadas,Bhagwati Mishra  Jilloo  Asooji Bhagwati Mishra Historical
Bhagwati Mishra,unknown,unknown,unknown,unknown,vijaya a.k.a. victory a.k.a. vijay,unknown unknown unknown Bhagwati Mishra unknown
"Nanubhai Desai, Dorabsha Kohla",Tara, Asubhai, Gopalji,Legend,vikram charitra a.k.a. buddhibal,"Tara  Asubhai  Gopalji Nanubhai Desai, Dorabsha Kohla Legend"
unknown,unknown,unknown,unknown,Horror,wages of sin,unknown unknown unknown unknown Horror
Bhagwati Prasad Mishra,Madanrai Vakil,unknown,unknown,Historical,amarsinh daggar a.k.a. marwad's moti,Madanrai Vakil unknown unknown Bhagwati Prasad Mishra Historical
G. V. Sane,Bhaurao Datar, Krishna Chauhan,unknown,Mythology,anant vrat,Bhaurao Datar  Krishna Chauhan unknown G. V. Sane Mythology
Kanjibhai Rathod,Gulab, Gohar, Gangaram,Social,baap kamai a.k.a. fortunes and fools,Gulab  Gohar  Gangaram Kanjibhai Rathod Social
Nanubhai B. Desai,Gulab, Nandram, P. R. Joshi,Costume,bhadra bhamini a.k.a. test of chastity,Gulab  Nandram  P. R. Joshi Nanubhai B. Desai Costume
Manilal Joshi,Raja Sandow, Zubeida, Janibabu,Costume,black thief a.k.a. kala chor,Raja Sandow  Zubeida  Janibabu Manilal Joshi Costume
unknown,unknown,unknown,unknown,unknown,chalu zamana a.k.a. chalti duniya,unknown unknown unknown unknown unknown
Harshadrai Sakerlal Mehta,Ermeline, Nandram, Gulab,Costume,chandrakant a.k.a. filial duty,Ermeline  Nandram  Gulab Harshadrai Sakerlal Mehta Costume
N. D. Sarpotdar,Dwarki, P. Y. Altekar, Elizer,Historical,chandrarao more,Dwarki  P. Y. Altekar  Elizer N. D. Sarpotdar Historical
Kanjibhai Rathod,Ermeline, Madanrai Vakil,unknown,Social,charkha a.k.a. the spinning wheel a.k.a. anath abala,Ermeline  Madanrai Vakil unknown Kanjibhai Rathod Social
N. D. Sarpotdar,D. Billimoria, P. Y. Altekar, Elizer,Historical,chhatrapati sambhaji,D. Billimoria  P. Y. Altekar  Elizer N. D. Sarpotdar Historical
Behram Vasania,Harihar Diwana, Heera,unknown,Social,child widow a.k.a. bal vidhva,Harihar Diwana  Heera unknown Behram Vasania Social
Rajendra Raj Gaur,Mehtab, Master Bachoo, Mumtaz,Social,cinema queen a.k.a. cinema ki rani,Mehtab  Master Bachoo  Mumtaz Rajendra Raj Gaur Social
Manilal Joshi,Begum Fatma, Zubeida, Raja Sandow,Costume,devadasi a.k.a. the bride of god,Begum Fatma  Zubeida  Raja Sandow Manilal Joshi Costume
Bhagwati Mishra,unknown,unknown,unknown,Historical Devotional,devi ahilyabai,unknown unknown unknown Bhagwati Mishra Historical Devotional
Homi Master,Bachubhai, Khalil, Moti,Social,dream of life a.k.a. sansar swapna,Bachubhai  Khalil  Moti Homi Master Social
Chandulal Shah,Raja Sandow, Yakbal, Putli,Fantasy,five divine wands a.k.a. panchdanda,Raja Sandow  Yakbal  Putli Chandulal Shah Fantasy
M. D. Bhavnani,Moti, Raja Sandow,unknown,Social,for mother's sake a.k.a. matri prem,Moti  Raja Sandow unknown M. D. Bhavnani Social
Homi Master,Gohar, Putlibai, Sidimiya,Social,ghar jamai a.k.a. hen-pecked husband,Gohar  Putlibai  Sidimiya Homi Master Social
K. P. Bhave,Fatma Begum, Elizer, Jilloobai,unknown,gaud bangal a.k.a. magicians of bengal a.k.a. kamroo deshni kamini,Fatma Begum  Elizer  Jilloobai K. P. Bhave unknown
unknown,unknown,unknown,unknown,Fantasy,gul-e-anar a.k.a. 1001 nights,unknown unknown unknown unknown Fantasy
Homi Master,Homi Master, K.B. Athavale, Moti,Costume,handsome blackguard a.k.a. fankdo fituri,Homi Master  K.B. Athavale  Moti Homi Master Costume
Homi Master,Khalil, Janibabu, Rajababu,Social,hirji kamdar,Khalil  Janibabu  Rajababu Homi Master Social
Manilal Joshi,Zubeida, Raja Sandow, Sultana,Fantasy,indra sabha a.k.a. the royal court of indra,Zubeida  Raja Sandow  Sultana Manilal Joshi Fantasy
Harshadrai Mehta,Gulab, Vishnu, Gangaram,Fantasy,jal kumari a.k.a. hoor-al-bahar,Gulab  Vishnu  Gangaram Harshadrai Mehta Fantasy
Jyotish Bannerji,Durgadas Bannerjee, Kalidasi, A. K. Chakraborty,Social,jaler meye a.k.a. the girl in prison a.k.a. fisher girl,Durgadas Bannerjee  Kalidasi  A. K. Chakraborty Jyotish Bannerji Social
Vedi,P. Y. Altekar,unknown,unknown,Action Adventure Fantasy Science Fiction,justice,P. Y. Altekar unknown unknown Vedi Action Adventure Fantasy Science Fiction
Manilal Joshi,Raja Sandow, Zubeida, Janibabu,Costume,kala chor a.k.a. the black thief,Raja Sandow  Zubeida  Janibabu Manilal Joshi Costume
Bhagwati Mishra,Jilloobai,unknown,unknown,Fantasy,kali nagin,Jilloobai unknown unknown Bhagwati Mishra Fantasy
Kanjibhai Rathod,Ermeline,unknown,unknown,Fantasy,kamallata,Ermeline unknown unknown Kanjibhai Rathod Fantasy
K. P. Bhave,Parshwanath Yeshwant Altekar, Miss Jainoo, Mohanlala,Social,kangal qaidi a.k.a. doomed soul,Parshwanath Yeshwant Altekar  Miss Jainoo  Mohanlala K. P. Bhave Social
unknown,Patience Cooper, Mohammed Hussain, J. P. Howells,Social,kashmiri sundari,Patience Cooper  Mohammed Hussain  J. P. Howells unknown Social
Harshadrai Mehta,Gulab, Vishnu, Gangaram,Costume,krishna kumar a.k.a. sacho haqdar,Gulab  Vishnu  Gangaram Harshadrai Mehta Costume
Homi Master,Miss Moti, Jamuna, Khalil,Social,kulin kanta,Miss Moti  Jamuna  Khalil Homi Master Social
Homi Master,Jamuna,unknown,unknown,Mythology,kunj vihari,Jamuna unknown unknown Homi Master Mythology
Maneklal Patel,Ermeline, Gulab, Gangaram,Legend,lalan vanjari,Ermeline  Gulab  Gangaram Maneklal Patel Legend
Homi Master,Raja Sandow, Gohar, Jamuna,Fantasy,lanka ni laadi a.k.a. fairy of ceylon,Raja Sandow  Gohar  Jamuna Homi Master Fantasy
M. M. Vaidya,Miss Mani, Gatubhai Vaidya, Dorothy,Social,looking for love a.k.a. sanam ni shodma,Miss Mani  Gatubhai Vaidya  Dorothy M. M. Vaidya Social
Raghupathy S. Prakasa,unknown,unknown,unknown,Devotional,mahatma kabirdas,unknown unknown unknown Raghupathy S. Prakasa Devotional
Baburao Painter,V. Shantaram, Balasaheb Yadav, Kamladevi,Mythology,maya bazaar a.k.a. vatsala haran,V. Shantaram  Balasaheb Yadav  Kamladevi Baburao Painter Mythology
unknown,unknown,unknown,unknown,Historical,mewadpati bappa rawal,unknown unknown unknown unknown Historical
Manilal Joshi,Miss Yakbal, Raja Sandow, Jamuna,Crime Thriller,mojili mumbai a.k.a. slaves of luxury,Miss Yakbal  Raja Sandow  Jamuna Manilal Joshi Crime Thriller
K. P. Bhave,Parshwanath Yeshwant Altekar, Jilloobai, Elizer,Historical,mulraj solanki,Parshwanath Yeshwant Altekar  Jilloobai  Elizer K. P. Bhave Historical
Homi Master,Miss Moti, Jamuna, Khalil,Social,my wife a.k.a. mari dhaniyani,Miss Moti  Jamuna  Khalil Homi Master Social
unknown,unknown,unknown,unknown,Legend,naval sha hirjee,unknown unknown unknown unknown Legend
Bhagwati Mishra,Khalil, Gohar, Jillobai,Historical,noor-e-deccan a.k.a. light of the deccan,Khalil  Gohar  Jillobai Bhagwati Mishra Historical
J.J. Madan,Patience Cooper, Surajram, Sharifa,Social,pampered youth a.k.a. adooray chheley,Patience Cooper  Surajram  Sharifa J.J. Madan Social
Jyotish Bannerji,Durgadas Bannerjee, Ahindra Choudhary, A. K. Chakraborty,Social,premanjali a.k.a. an offering of love,Durgadas Bannerjee  Ahindra Choudhary  A. K. Chakraborty Jyotish Bannerji Social
Nagendra Majumdar,Zubeida, Jilloobai, Madanrai Vakil,Historical,ra navghan a.k.a. raj bhakti a.k.a. vir pasali,Zubeida  Jilloobai  Madanrai Vakil Nagendra Majumdar Historical
Manilal Joshi,Raja Sandow, Jamuna, Miss Moti,Historical,raja yogi a.k.a. the prince ascetic,Raja Sandow  Jamuna  Miss Moti Manilal Joshi Historical
Homi Master,Zubeida, Khalil, Noor Mohammed Charlie,Social,rambha of rajnagar a.k.a. amdawad ni sethani,Zubeida  Khalil  Noor Mohammed Charlie Homi Master Social
Baburao Painter,V. Shantaram, Balasaheb Yadav, Kamladevi,Historical,rana hamir a.k.a. samrat hamir,V. Shantaram  Balasaheb Yadav  Kamladevi Baburao Painter Historical
Bhagwati Mishra,unknown,unknown,unknown,Historical,rana pratap,unknown unknown unknown Bhagwati Mishra Historical
Dadasaheb Phalke,Bhaurao Datar, Krishna Chauhan,unknown,Mythology,syamantaka mani a.k.a. krishna under charge of theft,Bhaurao Datar  Krishna Chauhan unknown Dadasaheb Phalke Mythology
unknown,Patience Cooper, Sharifa, Surajram,Social,sansar chakra a.k.a. pehla pyar,Patience Cooper  Sharifa  Surajram unknown Social
Jyotish Bannerjee,Patience Cooper, Dhiraj Bhattacharya, Manmotha Paul,Devotional,sati laxmi a.k.a. pious laxmi,Patience Cooper  Dhiraj Bhattacharya  Manmotha Paul Jyotish Bannerjee Devotional
unknown,unknown,unknown,unknown,Mythology,sati sreemantini,unknown unknown unknown unknown Mythology
Shinde,Bhaurao Datar, Tatyaba Shelar, Krishna Chauhan,Mythology,sati tara a.k.a. war between vali and sugriva a.k.a. vali sugriva yudh,Bhaurao Datar  Tatyaba Shelar  Krishna Chauhan Shinde Mythology
Baburao Painter,V. Shantaram, Balasaheb Yadav, Kamladevi,Social,savkari pash a.k.a. indian shylock,V. Shantaram  Balasaheb Yadav  Kamladevi Baburao Painter Social
G. V. Sane,unknown,unknown,unknown,Mythology,search for pandavs a.k.a. pandav shodh,unknown unknown unknown G. V. Sane Mythology
Mohan Dayaram Bhavnani,Jamuna,unknown,unknown,Legend,seth sagalsha a.k.a. wealth and the world,Jamuna unknown unknown Mohan Dayaram Bhavnani Legend
Baburao Painter,V. Shantaram, Balasaheb Yadav, Kamladevi,Social,shahala shah a.k.a. check to the king,V. Shantaram  Balasaheb Yadav  Kamladevi Baburao Painter Social
unknown,unknown,unknown,unknown,Religious,shanker lila,unknown unknown unknown unknown Religious
unknown,unknown,unknown,unknown,Drama Action,shanta,unknown unknown unknown unknown Drama Action
Bhagwati Mishra,unknown,unknown,unknown,Mythology,shri vatsa chinta,unknown unknown unknown Bhagwati Mishra Mythology
Nanubhai Desai,Fatma Begum, Mohanlala, Elizer,crime Drama,social pirates a.k.a. mumbai ni mohini a.k.a. night side of bombay,Fatma Begum  Mohanlala  Elizer Nanubhai Desai crime Drama
unknown,unknown,unknown,unknown,Costume,sultaness of love,unknown unknown unknown unknown Costume
Manilal Joshi,Raja Sandow, Putli,unknown,unknown,suvarna,Raja Sandow  Putli unknown Manilal Joshi unknown
Manilal Joshi,Zubeida, Raja Sandow, Miss Yakbal,Costume,the divine punishment a.k.a. deshna dushman a.k.a. rangilo rajvi,Zubeida  Raja Sandow  Miss Yakbal Manilal Joshi Costume
Bhagwati Mishra,Jilloobai,unknown,unknown,unknown,the exiled prince a.k.a. ujaint kumar,Jilloobai unknown unknown Bhagwati Mishra unknown
Manilal Joshi,Raja Sandow, Zubeida, Baba Vyas,Costume,the noble scamp a.k.a. khandani khavis,Raja Sandow  Zubeida  Baba Vyas Manilal Joshi Costume
J. J. Madan,Patience Cooper, Master Mohan, Surajram,Social,turki hoor a.k.a. beauty of a turkey girl,Patience Cooper  Master Mohan  Surajram J. J. Madan Social
N. D. Sarpotdar,Parshwanathy Yeshwant Altekar, Joshi, Miss Jones,Social,two untouchables a.k.a. dherni chokri,Parshwanathy Yeshwant Altekar  Joshi  Miss Jones N. D. Sarpotdar Social
M. D. Bhavnani,Sulochana, Khalil, Noor Mohammed Charlie,Costume,veer bala a.k.a. brave girl,Sulochana  Khalil  Noor Mohammed Charlie M. D. Bhavnani Costume
Harshadrai Mehta,Damania, Durga, Haridas,Social,verni vasulat a.k.a. sweet revenge,Damania  Durga  Haridas Harshadrai Mehta Social
"Chandulal Shah, D. D. Dabke",Raja Sandow, Putli,unknown,Social,vimla a.k.a. mother india,"Raja Sandow  Putli unknown Chandulal Shah, D. D. Dabke Social"
Nagendra Majumdar,Zubeida, Madanrai Vakil,unknown,Historical,yashodevi a.k.a. sacrifice,Zubeida  Madanrai Vakil unknown Nagendra Majumdar Historical
S. N. Patankar,Zubeida,unknown,unknown,Abola,abala rani a.k.a. the queen who would not speak,Zubeida unknown unknown S. N. Patankar Abola
Harshadrai Mehta,Gulab, Nandram, Ermeline,Social,a crown for two days a.k.a. be din nu badshah,Gulab  Nandram  Ermeline Harshadrai Mehta Social
Manilal Joshi,Miss Mary, Mohanlala, Daji,Costume,ajab kumari,Miss Mary  Mohanlala  Daji Manilal Joshi Costume
Harshadrai Mehta,Ermeline, Gulab, Nandram,Historical,amar asha a.k.a. immortal hope,Ermeline  Gulab  Nandram Harshadrai Mehta Historical
Rama S. Chowdhury,Nagendra Majumdar, Putli, Ghory,Social,asha a.k.a. hope a.k.a. andhli phool wali,Nagendra Majumdar  Putli  Ghory Rama S. Chowdhury Social
K. P. Bhave,Elizer, Madanrai Vakil, Asooji,Historical,bhagwa zenda a.k.a. the orange flag,Elizer  Madanrai Vakil  Asooji K. P. Bhave Historical
Dadasaheb Phalke,Bhaurao Datar, Bachu, Yamuna Gole,Devotional,bhakta prahlad a.k.a. devout prahlad,Bhaurao Datar  Bachu  Yamuna Gole Dadasaheb Phalke Devotional
G. S. Devare,Raja Sandow, Gohar,unknown,Social,bhasmasur vadh a.k.a. prithvi putra,Raja Sandow  Gohar unknown G. S. Devare Social
Dhirubhai Desai,Zebunissa, Anil Kumar, Mumtaz Begum,Fantasy,bolti bulbul a.k.a. the talking nightingale a.k.a. shahi fakir,Zebunissa  Anil Kumar  Mumtaz Begum Dhirubhai Desai Fantasy
Homi Master,Gohar, Moti, Putli,Social,briefless barrister,Gohar  Moti  Putli Homi Master Social
Fatma Begum,Fatma Begum, Madanrai Vakil, Madame Tosca,Fantasy,bulbule paristan a.k.a. the nightingale from the land of fairies,Fatma Begum  Madanrai Vakil  Madame Tosca Fatma Begum Fantasy
Kanjibhai Rathod,Ermeline, Nandram, Haider Shah,unknown,burkhawali a.k.a. veiled enemy,Ermeline  Nandram  Haider Shah Kanjibhai Rathod unknown
S. N. Patankar,unknown,unknown,unknown,Fantasy,chatra bakavli,unknown unknown unknown S. N. Patankar Fantasy
M. D. Bhavnani,Sulochana, Putli, Khalil,Social,cinema queen a.k.a. love's sacrifice a.k.a. cinema queen,Sulochana  Putli  Khalil M. D. Bhavnani Social
Homi Master,Gohar, Khalil,unknown,Costume,delhi no thug a.k.a. thief of delhi,Gohar  Khalil unknown Homi Master Costume
N. D. Sarpotdar,Dinshaw Bilimoria, Bandopant Sohoni, Durgabai Koregaonkar,Historical,dha cha maa a.k.a. murder of narayanrao peshwa,Dinshaw Bilimoria  Bandopant Sohoni  Durgabai Koregaonkar N. D. Sarpotdar Historical
Jyotish Bannerjee,Patience Cooper, Durgads Bannerji, Kartik Dey,Social,dharma patni a.k.a. the wife,Patience Cooper  Durgads Bannerji  Kartik Dey Jyotish Bannerjee Social
Dadasaheb Phalke,unknown,unknown,unknown,Mythology,dhanurbhanga a.k.a. the marriage of janaki a.k.a. janaki swayamwara,unknown unknown unknown Dadasaheb Phalke Mythology
Nanubhai Desai,A. P. Kapoor, Dwarkee, Miss Mary,Historical,dil aram,A. P. Kapoor  Dwarkee  Miss Mary Nanubhai Desai Historical
Harihar Diwana,Yakbal, Amirbanu, Jones,Social,dagabaaz duniya a.k.a. way of the world,Yakbal  Amirbanu  Jones Harihar Diwana Social
unknown,Gangaram, Dwarki, Bapu,Costume,fearless phantom a.k.a. andher nagri a.k.a. delhi no dodh chhel,Gangaram  Dwarki  Bapu unknown Costume
Harihar Diwana,Tara, Miss Mary,unknown,Costume,for country's sake,Tara  Miss Mary unknown Harihar Diwana Costume
unknown,B. Yadav,unknown,unknown,Mythology,gaj gouri,B. Yadav unknown unknown unknown Mythology
unknown,Gulab, Madanrai Vakil, Jilloobai,Social,gentleman loafer a.k.a. bhadraveshi goonda,Gulab  Madanrai Vakil  Jilloobai unknown Social
K. P. Bhave,Master Vithal, Miss Mary, Heera,Mythology,golden lotus a.k.a. suvarna kamal,Master Vithal  Miss Mary  Heera K. P. Bhave Mythology
Bhagwati Mishra,Fatma Begum, Zubeida, Elizer,Mythology,indrajal a.k.a. missing bracelet,Fatma Begum  Zubeida  Elizer Bhagwati Mishra Mythology
unknown,Patience Cooper,unknown,unknown,Devotional,jaydev a.k.a. joydeb,Patience Cooper unknown unknown unknown Devotional
Manilal Joshi,Tara, Bachu, Balabhai,Social,jungle ni jadibuti a.k.a. love rewarded,Tara  Bachu  Balabhai Manilal Joshi Social
Shree Nath Patankar,K. B. Athavale, Thatte, Bhonsle,Mythological,kacha devyani a.k.a. vidhyaharan,K. B. Athavale  Thatte  Bhonsle Shree Nath Patankar Mythological
V. K. Pattani,Dorothy, Batukbhai, Shanta,Social,kalabaaz ashaq a.k.a. wooing tactics,Dorothy  Batukbhai  Shanta V. K. Pattani Social
Manilal Joshi,Zubeida, Madanrai Vakil, W. M. Khan,Costume,kashmeera a.k.a. enemy's daughter,Zubeida  Madanrai Vakil  W. M. Khan Manilal Joshi Costume
Dinshaw Zhaveri,Madanrai Vakil,unknown,unknown,Social,kataryu gap,Madanrai Vakil unknown unknown Dinshaw Zhaveri Social
G. V. Sane,Bhaurao Datar, Yamuna Gole, Bachu,Mythology,keechak vadh,Bhaurao Datar  Yamuna Gole  Bachu G. V. Sane Mythology
Homi Master,Jamuna, Gohar, Khalil,Legend,lakho vanjaro,Jamuna  Gohar  Khalil Homi Master Legend
M. D. Bhavnani,Elizer, Putli, Jilloobai,Historical,lion of mewar a.k.a. diwan bhamansha,Elizer  Putli  Jilloobai M. D. Bhavnani Historical
Kanjibhai Rathod,Ermeline, Gulab,unknown,Social,love is blind a.k.a. raja ne gami te rani,Ermeline  Gulab unknown Kanjibhai Rathod Social
Harihar Diwana,Master Vithal, Tara, Jani Babu,Fantasy,madan kala,Master Vithal  Tara  Jani Babu Harihar Diwana Fantasy
